id	filename	md5	size	state
3f9bc534-959c-40f3-b50b-e3959f89c344	3f9bc534-959c-40f3-b50b-e3959f89c344/18fbb758-7e1f-4660-963e-796398ae0314.rna_seq.augmented_star_gene_counts.tsv	7d9d7558c72ddb45e6abbf59b2e6060f	4235371	validated
43235906-668f-4468-9805-a5843f661301	43235906-668f-4468-9805-a5843f661301/7f038f4d-44c7-48e5-b35d-a5fed041dc98.rna_seq.augmented_star_gene_counts.tsv	080f4cbf9efdb212256bf261128076cb	4211043	validated
4a78194b-6660-43ae-a1b6-cc6633f29440	4a78194b-6660-43ae-a1b6-cc6633f29440/fb583579-07db-4b55-a3ad-865115268f47.rna_seq.augmented_star_gene_counts.tsv	db3b6806b7a7e9d4e07db6a32e09b6b9	4222713	validated
563df1a6-df8c-43ef-a014-f7e8b9c120de	563df1a6-df8c-43ef-a014-f7e8b9c120de/68116bd2-b3a4-405c-b326-0e8c2bd1181e.rna_seq.augmented_star_gene_counts.tsv	21e9bf27cb238d1e689c1630e202b9e9	4216270	validated
5ab9f2d4-e7da-4337-a0e0-24c3a79800c4	5ab9f2d4-e7da-4337-a0e0-24c3a79800c4/69faa26c-4763-411b-affb-5eee559b70e1.rna_seq.augmented_star_gene_counts.tsv	7a3d1941dab5399c008ad10aad1df77b	4249694	validated
67b73764-cea5-4d3f-8daa-860aaf70e575	67b73764-cea5-4d3f-8daa-860aaf70e575/de454f03-390a-4c7a-890c-f617be342cae.rna_seq.augmented_star_gene_counts.tsv	2ccd77ef06fff5b14f6361d4e0b0d8ec	4212272	validated
83633fe1-ed1e-4d48-b387-5ac321eaff28	83633fe1-ed1e-4d48-b387-5ac321eaff28/f903038d-813f-460c-b280-efd742bdf732.rna_seq.augmented_star_gene_counts.tsv	833b7d7c73b9310d06d74318533f7507	4212260	validated
860c48b5-5463-4769-90bc-75d3330885f0	860c48b5-5463-4769-90bc-75d3330885f0/e1a14b0f-a792-4f0c-8c2e-f7463e41949a.rna_seq.augmented_star_gene_counts.tsv	cc16c18393339d44cac29b8de611fffb	4220444	validated
9556f51f-02ed-4a66-9b09-36265cb6e63d	9556f51f-02ed-4a66-9b09-36265cb6e63d/745b6456-49ba-4453-9f13-662609d113eb.rna_seq.augmented_star_gene_counts.tsv	047d61d50f0600933a55463baa55380c	4241121	validated
97b6526e-bb09-48b4-b49d-4b77f6b4d531	97b6526e-bb09-48b4-b49d-4b77f6b4d531/a5d2248c-0661-4496-b648-1e77f426c2d4.rna_seq.augmented_star_gene_counts.tsv	051b94eca318eafefc97d923bb50e98b	4198289	validated
9f7e3b6e-45a8-4015-8285-ed57f75a1887	9f7e3b6e-45a8-4015-8285-ed57f75a1887/ca4d7cbe-b28e-4314-9e8d-9540bac01d3e.rna_seq.augmented_star_gene_counts.tsv	50deca4c9972f1fec57e71423e0df549	4206432	validated
a883b9fc-b604-4419-87ba-686b44b80f29	a883b9fc-b604-4419-87ba-686b44b80f29/58b0a985-795f-4971-a7d8-767793804659.rna_seq.augmented_star_gene_counts.tsv	ee962395651e02fe31df069c460d9b8f	4223748	validated
b7a5a106-bb76-49eb-be4b-189c34f8c90c	b7a5a106-bb76-49eb-be4b-189c34f8c90c/b9e1db2f-dbab-43a1-a1fe-bd884d6fc437.rna_seq.augmented_star_gene_counts.tsv	ea79da26c4918d007588be0f1114dfe9	4228900	validated
b9e6f0d5-a1e5-4b9a-aee4-686ab47cb2f9	b9e6f0d5-a1e5-4b9a-aee4-686ab47cb2f9/a9f33d39-eb5c-41b8-83d6-c803056e7012.rna_seq.augmented_star_gene_counts.tsv	773a3ffd2b23c54342391874a9d76def	4236952	validated
bbb84937-85be-4807-9481-539f868ef4c3	bbb84937-85be-4807-9481-539f868ef4c3/f7a1ab5b-9859-4b2f-8caf-4cc89c0a8063.rna_seq.augmented_star_gene_counts.tsv	cd8a6765b8a892627b31782c40d0cec1	4237046	validated
bf20d878-f642-4b57-8d33-d2b4bd52d45e	bf20d878-f642-4b57-8d33-d2b4bd52d45e/37bb8377-55b2-4989-8533-278cd24b133c.rna_seq.augmented_star_gene_counts.tsv	f05a00ab38d62880718eca1eafbadf15	4216680	validated
c0dab256-5c91-44e1-8b60-639f0ec5aaee	c0dab256-5c91-44e1-8b60-639f0ec5aaee/18338c93-2e34-4f23-a5fa-a6a4a7ee41de.rna_seq.augmented_star_gene_counts.tsv	29c4a4eeb6158c0567483ccf1e017d78	4222628	validated
ca554d50-977e-49cd-83cd-62d6a37769bf	ca554d50-977e-49cd-83cd-62d6a37769bf/80b6f4d3-9009-4cfd-b053-4800214b0fb9.rna_seq.augmented_star_gene_counts.tsv	f25356170761eefb92574beb203b723e	4211350	validated
cd3e6ea8-934a-4602-a37c-b8ed15bc8561	cd3e6ea8-934a-4602-a37c-b8ed15bc8561/40c353fb-f00c-4eac-b278-acc7db537f67.rna_seq.augmented_star_gene_counts.tsv	d21ed22785e10a7d90ba890caeb62b04	4229405	validated
d56047c1-b766-401d-a8f1-baa2cc135afc	d56047c1-b766-401d-a8f1-baa2cc135afc/c7b8b836-f1bb-4633-9ab6-674d4589cb22.rna_seq.augmented_star_gene_counts.tsv	913784fd205d32527133637771804867	4227612	validated
e63504da-a177-4d5c-a2ed-ce76438d23be	e63504da-a177-4d5c-a2ed-ce76438d23be/2ff59de8-a400-403f-95ad-4590c959b377.rna_seq.augmented_star_gene_counts.tsv	828acbb139a8fa7fc407ecfa8a33f140	4211096	validated
f05cd28f-a789-45ea-a7f2-af5bae3822c0	f05cd28f-a789-45ea-a7f2-af5bae3822c0/b5239701-3df6-427a-a1bb-1058d066f557.rna_seq.augmented_star_gene_counts.tsv	63a2a548d2960bc06286f25d9f9256da	4210126	validated
